,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
132,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,160.43,19.03,1.92,1.98,10.13,15.23,2.80,23210000000.0,62.65,23210000000.0,41710000000.0,17.04,3.39,3.51,12.30,3.51,3420000000.0,23210000000.0,N/A,6.33,52.20,10.60,3.01,3.01,19080000000.0,0.83,60.86,2960000000.0,23210000000.0,0.60,75.60,N/A,3.24,2.32,3590000.0,N/A
133,N/A,N/A,duk,N/A,N/A,N/A,N/A,N/A,141.73,28.89,2.44,1.38,8.97,23.33,2.23,59920000000.0,32.78,59920000000.0,127600000000.0,15.48,3.21,5.23,13.28,5.23,11560000000.0,59920000000.0,N/A,2.80,0.47,7.70,0.47,0.47,66060000000.0,0.55,59.21,8510000000.0,59920000000.0,0.10,65.29,N/A,10.52,4.99,35720000.0,N/A
134,N/A,N/A,dva,N/A,N/A,N/A,N/A,N/A,359.96,14.14,1.00,4.92,7.20,15.83,5.81,10610000000.0,87.47,10610000000.0,20400000000.0,13.16,1.26,1.77,8.71,1.77,3470000000.0,10610000000.0,N/A,6.22,26.30,1.30,3080000000.0,25.27,12870000000.0,1.35,17.66,2330000000.0,10610000000.0,2.74,101.41,N/A,6.27,6.15,6040000.0,N/A
135,N/A,N/A,dvn,N/A,N/A,N/A,N/A,N/A,135.43,10.39,0.70,1.28,51.55,7.12,1.93,4120000000.0,15.29,4120000000.0,7190000000.0,9.38,0.70,1.24,8.03,1.24,2230000000.0,4120000000.0,N/A,7.91,1470000000.0,60.60,1470000000.0,3.85,4540000000.0,2.33,8.43,1580000000.0,4120000000.0,0.59,85.09,N/A,0.83,2.05,10130000.0,N/A
136,N/A,N/A,ea,N/A,N/A,N/A,N/A,N/A,15.86,20.52,7.07,5.18,34.27,26.01,8.94,40300000000.0,19.90,40300000000.0,35420000000.0,30.58,4.94,6.12,20.45,6.12,4170000000.0,40300000000.0,N/A,6.76,74.30,20.70,5960000000.0,20.64,1230000000.0,2.61,26.95,2020000000.0,40300000000.0,0.45,95.52,N/A,2.61,1.75,4970000.0,N/A
137,N/A,N/A,ebay,N/A,N/A,N/A,N/A,N/A,313.27,20.10,3.83,13.28,44.84,23.78,8.09,38550000000.0,14.49,38550000000.0,42340000000.0,14.27,0.91,3.78,12.14,3.78,8289999999.999999,38550000000.0,N/A,6.46,85.60,18.20,5300000000.0,7.58,9090000000.0,1.58,4.12,3380000000.0,38550000000.0,5.13,107.16,N/A,2.57,3.36,16910000.0,N/A
138,N/A,N/A,ecl,N/A,N/A,N/A,N/A,N/A,131.22,44.04,4.21,10.20,5.91,14.96,6.98,59700000000.0,50.34,59700000000.0,66060000000.0,39.84,5.13,4.55,22.99,4.55,6220000000.0,59700000000.0,N/A,2.98,1370000000.0,15.30,1370000000.0,4.8,7730000000.0,1.60,20.52,2260000000.0,59700000000.0,0.51,87.90,N/A,2.72,1.30,2910000.0,N/A
139,N/A,N/A,ed,N/A,N/A,N/A,N/A,N/A,129.89,18.06,1.97,1.33,10.86,20.84,2.79,24160000000.0,36.87,24160000000.0,46840000000.0,16.10,3.41,3.82,10.42,3.82,6770000000.0,24160000000.0,N/A,3.99,25.00,0.90,1140000000.0,3.42,23950000000.0,0.68,54.57,2780000000.0,24160000000.0,0.16,63.77,N/A,2.9,1.59,4830000.0,N/A
140,N/A,N/A,efx,N/A,N/A,N/A,N/A,N/A,160.03,67.83,5.47,7.49,8.03,15.42,4.40,20190000000.0,30.71,20190000000.0,23210000000.0,31.25,2.34,6.24,26.24,6.24,1990000000.0,20190000000.0,N/A,2.45,43.60,11.70,1350000000.0,11.09,4380000000.0,1.27,22.17,347800000.0,20190000000.0,0.42,99.07,N/A,2.69,1.93,2510000.0,N/A
141,N/A,N/A,eix,N/A,N/A,N/A,N/A,N/A,130.21,17.07,1.52,1.40,8.93,19.62,2.42,19880000000.0,34.64,19880000000.0,40770000000.0,11.25,2.33,3.26,10.38,3.26,6740000000.0,19880000000.0,N/A,3.09,18.90,6.20,1.38,1.38,21410000000.0,0.81,37.69,2380000000.0,19880000000.0,0.06,91.49,N/A,2.23,1.35,6700000.0,N/A
142,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,221.83,119.33,5.70,20.35,4.78,14.70,8.49,80080000000.0,39.64,80080000000.0,83850000000.0,41.84,4.20,5.87,46.12,5.87,10750000000.0,80080000000.0,N/A,1.86,5040000000.0,32.30,5040000000.0,13.96,8790000000.0,1.72,10.91,2280000000.0,80080000000.0,4.05,90.55,N/A,2.47,1.20,2310000.0,N/A
143,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,103.59,18.70,1.24,1.78,6.64,12.55,4.23,10700000000.0,63.93,10700000000.0,16129999999.999998,11.55,5.06,1.86,11.25,1.86,2230000000.0,10700000000.0,N/A,4.22,89.50,18.60,5.31,5.31,6320000000.0,1.88,44.50,1690000000.0,10700000000.0,0.62,84.05,N/A,2.84,2.23,2720000.0,N/A
144,N/A,N/A,emr,N/A,N/A,N/A,N/A,N/A,98.16,N/A,N/A,N/A,11.39,16.40,8.19,1.51,28.34,597590000.0,N/A,N/A,N/A,N/A,N/A,17200000000.0,7820000000.0,1.51,N/A,3.21,33.90,16.40,2450000000.0,4.1,7730000000.0,1.32,13.10,3060000000.0,1.51,0.64,76.82,N/A,3.33,1.61,7120000.0,N/A
145,N/A,N/A,eog,N/A,N/A,N/A,N/A,N/A,29.32,N/A,N/A,N/A,2.67,4.58,1.07,1.93,22.81,582240000.0,N/A,N/A,N/A,N/A,N/A,13190000000.0,9120000000.0,1.93,N/A,0.61,2420000000.0,73.00,2420000000.0,4.15,5980000000.0,2.13,35.01,6540000000.0,1.93,0.34,89.21,N/A,2.12,1.61,9320000.0,N/A
146,N/A,N/A,eqr,N/A,N/A,N/A,N/A,N/A,78.32,N/A,N/A,N/A,41.64,33.11,2.68,0.53,7.28,372210000.0,N/A,N/A,N/A,N/A,N/A,2710000000.0,1790000000.0,0.53,N/A,3.01,15.60,2.40,187420000.0,0.5,8750000000.0,0.60,28.37,1400000000.0,0.53,1.55,94.92,N/A,2.73,2.46,6040000.0,N/A
147,N/A,N/A,eqt,N/A,N/A,N/A,N/A,N/A,49.47,N/A,N/A,N/A,71.04,1.45,0.13,1.45,10.85,255600000.0,N/A,N/A,N/A,N/A,N/A,2770000000.0,1890000000.0,1.45,N/A,7.71,2970000.0,44.70,2970000.0,0.01,4670000000.0,0.99,36.97,1480000000.0,1.45,1.22,96.70,N/A,3.71,7.72,16420000.000000002,N/A
148,N/A,N/A,etfc,N/A,N/A,N/A,N/A,N/A,41.36,N/A,N/A,N/A,28.43,41.48,1.25,1.24,12.81,221100000.0,N/A,N/A,N/A,N/A,N/A,2900000000.0,2710000000.0,1.24,N/A,3.46,10.50,3.50,6640000000.0,30.29,2820000000.0,1.08,27.97,6370000000.0,1.24,0.85,95.42,N/A,5.61,5.48,10980000.0,N/A
149,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,61.58,N/A,N/A,N/A,8.03,10.39,3.98,1.17,46.82,400100000.0,N/A,N/A,N/A,N/A,N/A,19200000000.0,7050000000.0,1.17,N/A,3.74,92.00,30.30,1.25,1.25,8770000000.0,1.50,35.46,3100000000.0,1.17,0.24,84.77,N/A,3.2,1.23,4010000.0,N/A
150,N/A,N/A,etr,N/A,N/A,N/A,N/A,N/A,200.64,N/A,N/A,N/A,11.77,18.00,2.26,0.51,52.34,200210000.0,N/A,N/A,N/A,N/A,N/A,10440000000.0,4269999999.9999995,0.51,N/A,6.13,52.50,9.50,935470000.0,4.67,21430000000.0,0.58,52.08,3210000000.0,0.51,0.27,88.10,N/A,1.68,1.05,1670000.0,N/A
151,N/A,N/A,ew,N/A,N/A,N/A,N/A,N/A,17.83,N/A,N/A,N/A,17.21,28.85,12.99,0.87,6.93,621740000.0,N/A,N/A,N/A,N/A,N/A,4320000000.0,3230000000.0,0.87,N/A,1.18,1160000000.0,14.90,1160000000.0,1.87,684500000.0,3.08,6.18,1270000000.0,0.87,0.67,89.06,N/A,2.42,1.02,7360000.0,N/A
152,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,115.10,N/A,N/A,N/A,7.94,12.49,2.10,0.40,34.21,974500000.0,N/A,N/A,N/A,N/A,N/A,33340000000.000004,10270000000.0,0.40,N/A,2.71,7.60,4.80,2130000000.0,2.18,40140000000.0,1.13,33.56,6440000000.0,0.40,0.26,80.43,N/A,1.14,0.70,8830000.0,N/A
153,N/A,N/A,expe,N/A,N/A,N/A,N/A,N/A,238.96,N/A,N/A,N/A,17.09,3.32,0.85,1.64,63.31,135700000.0,N/A,N/A,N/A,N/A,N/A,9080000000.0,9900000000.0,1.64,N/A,10.94,5470000000.0,82.00,5470000000.0,38.77,10100000000.0,1.14,12.28,3150000000.0,1.64,0.70,107.95,N/A,5.1,12.78,13550000.0,N/A
154,N/A,N/A,expr,N/A,N/A,N/A,N/A,N/A,799.02,N/A,N/A,N/A,26.21,17.38,9.01,1.92,23.95,64459999.99999999,N/A,N/A,N/A,N/A,N/A,1550000000.0,900710000.0,1.92,N/A,6.2840,192890000.0,48.00,192890000.0,2.98,1190000000.0,1.07,2.30,81400000.0,1.92,6.92,109.59,N/A,7.39,28.24,14140000.0,N/A
155,N/A,N/A,f,N/A,N/A,N/A,N/A,N/A,571.97,N/A,N/A,N/A,1.63,1.68,0.51,1.32,32.87,3910000000.0,N/A,N/A,N/A,N/A,N/A,130400000000.0,12880000000.0,1.32,N/A,0.54,654.70,50.10,39260000000.0,9.87,176480000000.0,1.34,7.75,16270000000.0,1.32,0.18,55.06,N/A,1.57,3.10,131930000.0,N/A
156,N/A,N/A,fast,N/A,N/A,N/A,N/A,N/A,23.70,N/A,N/A,N/A,15.07,20.02,17.66,1.16,9.64,572820000.0,N/A,N/A,N/A,N/A,N/A,5530000000.0,2520000000.0,1.16,N/A,1.45,16.80,10.30,201500000.0,0.35,659700000.0,4.13,4.85,625700000.0,1.16,0.33,85.44,N/A,4.64,3.41,17020000.0,N/A
157,N/A,N/A,fb,N/A,N/A,N/A,N/A,N/A,9.96,N/A,N/A,N/A,31.30,37.12,13.58,1.26,26.35,2400000000.0,N/A,N/A,N/A,N/A,N/A,75160000000.0,57930000000.0,1.26,N/A,8.18,97.90,10.70,58240000000.0,20.44,9.96,6.03,38.75,33270000000.000004,1.26,0.66,79.41,N/A,0.98,0.97,26670000.0,N/A
158,N/A,N/A,fdx,N/A,N/A,N/A,N/A,N/A,197.44,N/A,N/A,N/A,1.86,3.94,2.67,1.49,265.20,241480000.0,N/A,N/A,N/A,N/A,N/A,69220000000.0,16840000000.0,1.49,N/A,4.90,4880000000.0,2.50,4880000000.0,18.63,36120000000.0,1.58,69.84,5100000000.0,1.49,7.72,75.09,N/A,1.56,2.40,5380000.0,N/A
159,N/A,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,36.46,N/A,N/A,N/A,13.95,18.82,7.06,0.98,38.33,61170000.0,N/A,N/A,N/A,N/A,N/A,2330000000.0,1890000000.0,0.98,N/A,5.33,18.70,3.50,1090000000.0,17.88,785210000.0,1.32,35.22,691080000.0,0.98,0.32,95.01,N/A,3.72,6.62,3150000.0,N/A
160,N/A,N/A,fhn,N/A,N/A,N/A,N/A,N/A,14.96,N/A,N/A,N/A,17.73,30.83,0.68,1.54,5.37,554360000.0,N/A,N/A,N/A,N/A,N/A,1670000000.0,1820000000.0,1.54,N/A,0.93,51.50,10.50,5870000000.0,18.8,4520000000.0,14.96,14.96,19950000.0,1.54,1.49,87.96,N/A,2.83,3.71,18910000.0,N/A
161,N/A,N/A,fis,N/A,N/A,N/A,N/A,N/A,40.35,N/A,N/A,N/A,0.25,12.68,1.67,0.73,20.61,619600000.0,N/A,N/A,N/A,N/A,N/A,12200000000.0,3720000000.0,0.73,N/A,0.05,87.70,40.20,1180000000.0,1.91,19870000000.0,0.71,79.36,3200000000.0,0.73,0.33,92.30,N/A,2.39,1.23,8039999.999999999,N/A
162,N/A,N/A,fisv,N/A,N/A,N/A,N/A,N/A,65.71,N/A,N/A,N/A,5.82,11.06,2.06,0.79,22.05,669650000.0,N/A,N/A,N/A,N/A,N/A,14410000000.0,4930000000.0,0.79,N/A,1.26,99.10,129.20,1.3,1.3,21870000000.0,1.04,47.18,4269999999.9999995,0.79,0.46,94.66,N/A,2.79,2.18,13360000.0,N/A
163,N/A,N/A,fitb,N/A,N/A,N/A,N/A,N/A,28.88,N/A,N/A,N/A,23.15,30.47,0.82,1.72,9.19,712240000.0,N/A,N/A,N/A,N/A,N/A,6600000000.0,7890000000.0,1.72,N/A,1.95,57.00,24.40,7340000000.0,10.3,19710000000.0,28.88,28.88,2970000000.0,1.72,0.29,80.02,N/A,1.9,1.63,11290000.0,N/A
164,N/A,N/A,fl,N/A,N/A,N/A,N/A,N/A,136.95,N/A,N/A,N/A,2.62,5.50,3.73,1.36,70.63,104230000.0,N/A,N/A,N/A,N/A,N/A,7410000000.0,3560000000.0,1.36,N/A,1.83,25.00,17.10,1370000000.0,13.06,3290000000.0,1.70,22.86,N/A,1.36,1.27,95.58,N/A,2.66,9.16,9460000.0,N/A
165,N/A,N/A,flir,N/A,N/A,N/A,N/A,N/A,50.46,N/A,N/A,N/A,7.42,17.03,6.30,1.45,14.20,131120000.0,N/A,N/A,N/A,N/A,N/A,1890000000.0,935400000.0,1.45,N/A,1.04,32.80,0.00,333700000.0,2.55,883410000.0,2.03,13.35,361090000.0,1.45,0.96,99.19,N/A,1.51,1.95,2160000.0,N/A
166,N/A,N/A,flr,N/A,N/A,N/A,N/A,N/A,116.48,N/A,N/A,N/A,7.05,1.69,2.30,2.78,132.23,140170000.0,N/A,N/A,N/A,N/A,N/A,18520000000.0,669920000.0,2.78,N/A,9.32,1850000000.0,2.50,1850000000.0,13.22,1960000000.0,1.38,11.12,240350000.0,2.78,0.84,94.57,N/A,3.08,5.14,7300000.0,N/A
167,N/A,N/A,fls,N/A,N/A,N/A,N/A,N/A,91.75,N/A,N/A,N/A,3.77,10.10,5.12,1.82,29.71,130160000.0,N/A,N/A,N/A,N/A,N/A,3880000000.0,1310000000.0,1.82,N/A,1.11,85.10,6.60,561710000.0,4.32,1550000000.0,2.23,12.80,284620000.0,1.82,0.22,101.17,N/A,3.23,4.13,3440000.0,N/A
168,N/A,N/A,flws,N/A,N/A,N/A,N/A,N/A,40.72,N/A,N/A,N/A,3.96,5.40,7.28,1.51,23.11,35740000.0,N/A,N/A,N/A,N/A,N/A,1490000000.0,622200000.0,1.51,N/A,0.89,240510000.0,61.10,240510000.0,3.74,162810000.0,2.10,6.22,139420000.0,1.51,30.04,73.45,N/A,8.08,23.48,5490000.0,N/A
169,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,130.38,N/A,N/A,N/A,10.35,23.43,6.82,1.16,35.56,129570000.0,N/A,N/A,N/A,N/A,N/A,4620000000.0,2080000000.0,1.16,N/A,3.65,5.70,4.20,342700000.0,2.64,3720000000.0,1.60,21.78,620300000.0,1.16,0.77,94.20,N/A,1.95,1.10,1480000.0,N/A
170,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,153.04,N/A,N/A,N/A,7.41,5.32,4.13,1.38,37.51,51300000.0,N/A,N/A,N/A,N/A,N/A,1900000000.0,1100000000.0,1.38,N/A,2.78,277560000.0,48.30,277560000.0,5.41,606900000.0,1.90,7.72,23520000.0,1.38,9.15,99.60,N/A,6.63,33.08,12800000.0,N/A
171,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,13.11,N/A,N/A,N/A,3.17,11.06,3.04,1.54,29.56,105960000.0,N/A,N/A,N/A,N/A,N/A,3120000000.0,549210000.0,1.54,N/A,0.94,1550000000.0,9.80,1550000000.0,14.6,685080000.0,3.66,49.33,106980000.0,1.54,28.37,66.94,N/A,12.53,12.53,11490000.0,N/A
172,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,128.80,N/A,N/A,N/A,43.28,7.03,2.60,2.19,29.79,449410000.0,N/A,N/A,N/A,N/A,N/A,13350000000.0,2460000000.0,2.19,N/A,12.89,87.90,8.00,4900000000.0,10.9,5430000000.0,1.16,9.22,503590000.0,2.19,0.70,90.93,N/A,2.57,3.14,18090000.0,N/A
173,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,434.07,N/A,N/A,N/A,22.59,4.33,3.13,1.56,27.06,136300000.0,N/A,N/A,N/A,N/A,N/A,2790000000.0,788320000.0,1.56,N/A,6.1180,158600000.0,89.70,158600000.0,1.2,1960000000.0,1.04,3.43,7480000.0,1.56,5.47,86.41,N/A,8.46,16.44,22390000.0,N/A
174,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,240.57,N/A,N/A,N/A,5.10,3.34,0.64,0.92,10.06,8750000000.0,N/A,N/A,N/A,N/A,N/A,87870000000.0,18810000000.0,0.92,N/A,0.58,22430000000.0,24.20,22430000000.0,2.56,84810000000.0,2.21,3.85,7210000000.0,0.92,0.13,63.61,N/A,1.01,0.94,87980000.0,N/A
175,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,274.07,N/A,N/A,N/A,4.06,1.78,1.00,1.78,32.28,67600000.0,N/A,N/A,N/A,N/A,N/A,2120000000.0,1020000000.0,1.78,N/A,1.32,327970000.0,41.70,327970000.0,5.16,1260000000.0,1.47,6.89,261560000.0,1.78,39.75,74.43,N/A,7.83,37.51,9320000.0,N/A
176,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,132.85,N/A,N/A,N/A,1.16,18.80,4.37,0.58,17.56,1250000000.0,N/A,N/A,N/A,N/A,N/A,22170000000.0,17770000000.0,0.58,N/A,0.20,19360000000.0,9.50,19360000000.0,15.45,24100000000.0,2.33,14.38,9230000000.0,0.58,0.41,80.77,N/A,2.24,1.50,22090000.0,N/A
177,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,156.49,N/A,N/A,N/A,12.37,17.69,6.40,0.57,28.99,610920000.0,N/A,N/A,N/A,N/A,N/A,17630000000.0,6160000000.0,0.57,N/A,3.56,9.70,20.70,1680000000.0,2.75,13920000000.0,0.68,13.22,3680000000.0,0.57,0.18,74.52,N/A,5.24,2.62,15980000.0,N/A
178,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,70.05,N/A,N/A,N/A,1.89,7.02,1.70,1.14,13.99,761780000.0,N/A,N/A,N/A,N/A,N/A,10700000000.0,4040000000.0,1.14,N/A,0.14,2160000000.0,12.90,2160000000.0,2.83,8500000000.0,2.27,12.85,2700000000.0,1.14,0.32,75.62,N/A,4.21,2.76,23710000.0,N/A
179,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,294.89,N/A,N/A,N/A,1.46,2.62,0.81,1.47,80.94,1430000000.0,N/A,N/A,N/A,N/A,N/A,115790000000.0,14140000000.0,1.47,N/A,1.06,30980000000.0,53.50,30980000000.0,21.65,128259999999.99998,1.12,28.07,8770000000.0,1.47,7.19,78.03,N/A,1.42,1.26,25120000.0,N/A
180,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,297.82,N/A,N/A,N/A,10.83,1.79,2.18,1.38,76.12,64760000.00000001,N/A,N/A,N/A,N/A,N/A,5940000000.0,1910000000.0,1.38,N/A,8.25,570300000.0,34.00,570300000.0,8.81,1300000000.0,0.93,6.73,201200000.0,1.38,11.17,152.62,N/A,17.48,249.73,53500000.0,N/A
181,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,7.79,N/A,N/A,N/A,18.99,20.09,7.78,1.08,241.52,333630000.0,N/A,N/A,N/A,N/A,N/A,166030000000.0,89960000000.0,1.08,N/A,45.49,30.00,1.70,121080000000.0,178.02,16140000000.0,3.41,304.34,55340000000.0,1.08,5.75,70.62,N/A,0.99,0.24,2440000.0,N/A
182,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,138.41,N/A,N/A,N/A,1.03,5.53,4.61,1.11,128.17,144260000.0,N/A,N/A,N/A,N/A,N/A,18590000000.0,6320000000.0,1.11,N/A,1.32,983760000.0,14.20,983760000.0,6.82,3970000000.0,1.22,19.75,1540000000.0,1.11,2.76,80.93,N/A,4.02,2.49,2920000.0,N/A
183,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,1.27,N/A,N/A,N/A,24.82,24.02,9.62,0.94,19.75,191240000.0,N/A,N/A,N/A,N/A,N/A,3760000000.0,2230000000.0,0.94,N/A,4.88,17.70,8.90,1740000000.0,9.08,1.27,2.80,24.79,848440000.0,0.94,26.76,49.44,N/A,2.66,1.76,4099999.9999999995,N/A
184,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,478.01,N/A,N/A,N/A,12.00,2.81,2.35,2.19,66.21,28730000.0,N/A,N/A,N/A,N/A,N/A,1880000000.0,1190000000.0,2.19,N/A,7.94,784690000.0,25.70,784690000.0,27.31,561580000.0,1.00,4.11,70690000.0,2.19,22.75,73.67,N/A,1.02,17.63,2860000.0,N/A
185,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,497.39,N/A,N/A,N/A,14.48,31.36,0.52,1.42,102.81,344080000.0,N/A,N/A,N/A,N/A,N/A,37160000000.0,31060000000.0,1.42,N/A,13.26,84.60,26.60,732620000000.0,042.02,452890000000.0,1.76,219.79,5070000000.0,1.42,0.60,76.20,N/A,1.14,1.14,4080000.0,N/A
186,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,261.23,N/A,N/A,N/A,12.73,1.26,0.58,2.08,54.34,233010000.0,N/A,N/A,N/A,N/A,N/A,12710000000.0,3150000000.0,2.08,N/A,6.92,1010000000.0,41.00,1010000000.0,4.32,7870000000.0,1.17,12.16,468880000.0,2.08,0.28,86.55,N/A,2.31,3.80,13140000.0,N/A
187,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,178.56,N/A,N/A,N/A,10.43,22.25,4.12,1.89,21.24,89740000.0,N/A,N/A,N/A,N/A,N/A,2080000000.0,1.67,1.89,N/A,1.67,75.00,11.20,3.97,3.97,3760000000.0,2.56,15.28,469750000.0,1.89,4.47,95.53,N/A,5.17,4.23,4330000.0,N/A
188,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,155.07,N/A,N/A,N/A,5.36,10.44,11.51,1.03,216.21,53570000.0,N/A,N/A,N/A,N/A,N/A,11630000000.0,4400000000.0,1.03,N/A,11.43,56.20,1.90,1600000000.0,29.92,3340000000.0,3.54,36.01,1070000000.0000001,1.03,13.72,75.10,N/A,3.16,2.73,1080000.0,N/A
189,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,208.18,N/A,N/A,N/A,21.35,3.40,1.68,2.64,21.65,878470000.0,N/A,N/A,N/A,N/A,N/A,18970000000.0,2290000000.0,2.64,N/A,4.62,1810000000.0,46.10,1810000000.0,2.06,10820000000.0,2.22,5.92,2860000000.0,2.64,0.35,83.29,N/A,2.82,6.14,42760000.0,N/A
190,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,202.51,N/A,N/A,N/A,7.58,13.02,5.30,0.94,37.27,137020000.0,N/A,N/A,N/A,N/A,N/A,4970000000.0,2410000000.0,0.94,N/A,2.82,978950000.0,12.60,978950000.0,7.14,5400000000.0,1.61,19.00,575120000.0,0.94,7.54,88.62,N/A,5.36,5.83,5130000.0,N/A
191,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,10.44,N/A,N/A,N/A,23.63,30.51,0.78,1.50,3.66,1020000000.0,N/A,N/A,N/A,N/A,N/A,3750000000.0,4390000000.0,1.50,N/A,0.79,58.80,24.10,7600000000.0,7.47,10070000000.0,10.44,10.44,1430000000.0,1.50,1.01,77.75,N/A,1.97,1.87,16660000.0,N/A
192,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,120.77,N/A,N/A,N/A,60.21,5.54,0.89,2.21,17.44,307140000.0,N/A,N/A,N/A,N/A,N/A,5290000000.0,4580000000.0,2.21,N/A,10.50,1650000000.0,49.40,1650000000.0,5.39,8900000000.0,1.99,20.96,1440000000.0,2.21,11.14,92.37,N/A,5.03,5.07,12080000.0,N/A
193,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,25.98,N/A,N/A,N/A,8.80,13.04,2.40,0.94,57.60,358200000.0,N/A,N/A,N/A,N/A,N/A,20720000000.0,7640000000.0,0.94,N/A,4.97,25.80,0.60,3960000000.0,11.05,4440000000.0,2.16,46.74,3750000000.0,0.94,0.43,93.81,N/A,1.32,0.90,3150000.0,N/A
194,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,633.46,N/A,N/A,N/A,1.72,4.13,0.98,1.52,29.26,153170000.0,N/A,N/A,N/A,N/A,N/A,4510000000.0,1620000000.0,1.52,N/A,0.49,446580000.0,47.00,446580000.0,2.95,10290000000.0,1.46,10.74,982240000.0,1.52,0.38,100.24,N/A,5.83,14.97,17030000.0,N/A
195,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,4.09,N/A,N/A,N/A,0.36,3.79,3.12,118.30,387.39,5510000.0,N/A,N/A,N/A,N/A,N/A,2370000000.0,267190000.0,118.30,N/A,1.18,198100000.0,30.30,198100000.0,31.95,1610000000.0,4.09,99.27,N/A,118.30,13.66,32.34,N/A,3.11,12.10,0.00,N/A
196,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,15.54,N/A,N/A,N/A,17.81,2.26,0.58,2.06,20.44,107480000.0,N/A,N/A,N/A,N/A,N/A,2210000000.0,989900000.0,2.06,N/A,3.67,492030000.0,53.90,492030000.0,4.58,527770000.0,4.09,31.60,642630000.0,2.06,3.14,95.56,N/A,3.54,7.23,6600000.0,N/A
197,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,0.81,N/A,N/A,N/A,4.51,7.21,7.68,1.03,39.29,1430000000.0,N/A,N/A,N/A,N/A,N/A,56790000000.0,11170000000.0,1.03,N/A,1.77,37.70,2.10,4680000000.0,3.41,7420000000.0,0.81,1.45,3030000000.0,1.03,0.19,83.23,N/A,1.82,1.48,20290000.0,N/A
198,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,959.11,N/A,N/A,N/A,7.57,17.19,8.19,0.82,15.90,192850000.0,N/A,N/A,N/A,N/A,N/A,3090000000.0,927440000.0,0.82,N/A,1.19,2600000000.0,299.70,2600000000.0,13.47,959.11,3.91,0.70,572290000.0,0.82,0.48,106.68,N/A,6.57,14.54,22990000.0,N/A
199,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,21.74,N/A,N/A,N/A,9.59,11.43,7.89,0.05,18.06,539610000.0,N/A,N/A,N/A,N/A,N/A,9690000000.0,1880000000.0,0.05,N/A,1.70,1.80,4.00,1750000000.0,3.24,1360000000.0,2.39,11.62,1230000000.0,0.05,47.97,46.89,N/A,20.09,9.37,24640000.0,N/A
200,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,75.70,N/A,N/A,N/A,2.49,1.82,0.34,1.26,5.23,705260000.0,N/A,N/A,N/A,N/A,N/A,3740000000.0,1590000000.0,1.26,N/A,0.13,1580000000.0,94.80,1580000000.0,2.24,5150000000.0,23.31,9.52,738370000.0,1.26,1.18,103.92,N/A,3.28,6.98,37530000.0,N/A
