,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
195,2020_09_13,N/A,hov,N/A,N/A,N/A,N/A,N/A,4.90,N/A,N/A,N/A,0.36,3.90,3.21,2.72,387.39,5520000.0,N/A,N/A,N/A,N/A,N/A,2370000000.0,267190000.0,2.72,N/A,1.18,198100000.0,30.30,198100000.0,32.25,1720000000.0,4.90,100.28,201760000.0,2.72,13.66,32.34,N/A,3.13,12.47,0.00,N/A
196,2020_09_13,N/A,hp,N/A,N/A,N/A,N/A,N/A,15.54,N/A,N/A,N/A,17.81,2.26,0.58,2.06,20.44,107480000.0,N/A,N/A,N/A,N/A,N/A,2210000000.0,989900000.0,2.06,N/A,3.67,492030000.0,53.90,492030000.0,4.58,527770000.0,4.09,31.60,642630000.0,2.06,3.14,95.56,N/A,3.81,6.73,5500000.0,N/A
197,2020_09_13,N/A,hpq,N/A,N/A,N/A,N/A,N/A,0.81,N/A,N/A,N/A,4.51,7.21,7.68,1.03,39.29,1370000000.0,N/A,N/A,N/A,N/A,N/A,56790000000.0,11170000000.0,1.03,N/A,1.77,37.70,2.10,4680000000.0,3.41,7420000000.0,0.81,1.45,3030000000.0,1.03,0.19,83.23,N/A,1.75,1.46,18410000.0,N/A
198,2020_09_13,N/A,hrb,N/A,N/A,N/A,N/A,N/A,959.11,N/A,N/A,N/A,7.57,17.19,8.19,0.82,15.90,192900000.0,N/A,N/A,N/A,N/A,N/A,3090000000.0,927440000.0,0.82,N/A,1.19,2600000000.0,299.70,2600000000.0,13.47,959.11,3.91,0.70,572290000.0,0.82,0.48,106.68,N/A,7.34,13.66,21130000.0,N/A
199,2020_09_13,N/A,hrl,N/A,N/A,N/A,N/A,N/A,21.74,N/A,N/A,N/A,9.59,11.43,7.89,0.05,18.06,539610000.0,N/A,N/A,N/A,N/A,N/A,9690000000.0,1880000000.0,0.05,N/A,1.70,1.80,4.00,1750000000.0,3.24,1360000000.0,2.39,11.62,1230000000.0,0.05,47.97,46.89,N/A,18.32,9.31,25100000.0,N/A
200,2020_09_13,N/A,hst,N/A,N/A,N/A,N/A,N/A,75.70,N/A,N/A,N/A,2.49,1.82,0.34,1.26,5.23,705260000.0,N/A,N/A,N/A,N/A,N/A,3740000000.0,1590000000.0,1.26,N/A,0.13,1580000000.0,94.80,1580000000.0,2.24,5150000000.0,23.31,9.52,738370000.0,1.26,1.18,103.92,N/A,3.51,6.70,38590000.0,N/A
201,2020_09_13,N/A,hsy,N/A,N/A,N/A,N/A,N/A,301.45,N/A,N/A,N/A,13.50,20.10,11.95,0.18,38.03,147410000.0,N/A,N/A,N/A,N/A,N/A,7950000000.0,3620000000.0,0.18,N/A,5.11,14.00,3.40,1170000000.0,5.6,5290000000.0,1.31,8.43,1700000000.0,0.18,0.16,78.05,N/A,3.1,1.97,2940000.0,N/A
202,2020_09_13,N/A,htz,N/A,N/A,N/A,N/A,N/A,180.09,N/A,N/A,N/A,14.56,3.90,0.78,1.68,56.34,156210000.0,N/A,N/A,N/A,N/A,N/A,7920000000.0,1730000000.0,1.68,N/A,8.2060,1370000000.0,66.90,1370000000.0,8.74,14670000000.0,1.35,3.58,2470000000.0,1.68,0.43,117.59,N/A,2.71,28.37,27240000.0,N/A
203,2020_09_13,N/A,hum,N/A,N/A,N/A,N/A,N/A,56.13,N/A,N/A,N/A,4.96,6.78,8.88,0.89,532.32,132289999.99999999,N/A,N/A,N/A,N/A,N/A,70550000000.0,11030000000.0,0.89,N/A,26.27,94.50,17.50,151.17,151.17,8090000000.0,1.69,108.97,6500000000.0,0.89,0.25,95.04,N/A,2.63,1.19,1350000.0,N/A
204,2020_09_13,N/A,ibm,N/A,N/A,N/A,N/A,N/A,337.22,N/A,N/A,N/A,10.43,11.85,3.62,1.17,85.06,890580000.0,N/A,N/A,N/A,N/A,N/A,75500000000.0,36490000000.0,1.17,N/A,8.81,45.50,5.40,14100000000.0,15.84,69760000000.0,1.04,23.08,15120000000.0,1.17,0.11,58.56,N/A,6.28,2.54,22610000.0,N/A
205,2020_09_13,N/A,ice,N/A,N/A,N/A,N/A,N/A,50.81,N/A,N/A,N/A,38.47,53.94,1.75,0.59,10.10,561250000.0,N/A,N/A,N/A,N/A,N/A,5590000000.0,5200000000.0,0.59,N/A,3.87,10.80,7.50,1.62,1.62,8680000000.0,1.01,31.16,2660000000.0,0.59,1.48,94.64,N/A,1.81,1.10,5160000.0,N/A
206,2020_09_13,N/A,iff,N/A,N/A,N/A,N/A,N/A,71.60,N/A,N/A,N/A,8.27,14.80,3.58,1.01,45.48,106930000.0,N/A,N/A,N/A,N/A,N/A,5100000000.0,2120000000.0,1.01,N/A,3.73,36.80,7.20,497410000.0,4.65,4370000000.0,2.24,56.00,722440000.0,1.01,0.30,104.83,N/A,17.88,20.50,13680000.0,N/A
207,2020_09_13,N/A,intc,N/A,N/A,N/A,N/A,N/A,46.76,N/A,N/A,N/A,29.97,33.38,11.63,0.71,18.34,4250000000.0,N/A,N/A,N/A,N/A,N/A,78960000000.0,42140000000.0,0.71,N/A,5.44,22.20,19.50,25810000000.0,6.07,38350000000.0,1.98,19.28,37910000000.0,0.71,0.05,69.04,N/A,5.35,4.08,42730000.0,N/A
208,2020_09_13,N/A,intu,N/A,N/A,N/A,N/A,N/A,71.21,N/A,N/A,N/A,23.78,28.34,15.80,0.95,29.42,260769999.99999997,N/A,N/A,N/A,N/A,N/A,7680000000.0,6320000000.0,0.95,N/A,6.92,7050000000.0,82.70,7050000000.0,26.93,3640000000.0,2.26,19.51,2410000000.0,0.95,3.49,89.81,N/A,2.16,0.98,2260000.0,N/A
209,2020_09_13,N/A,ip,N/A,N/A,N/A,N/A,N/A,140.13,N/A,N/A,N/A,2.98,9.68,3.85,1.29,54.21,393090000.0,N/A,N/A,N/A,N/A,N/A,21280000000.0,7110000000.0,1.29,N/A,1.61,8.90,14.10,2.15,2.15,9890000000.0,0.79,17.95,3350000000.0,1.29,0.24,85.03,N/A,5.3,4.35,12640000.0,N/A
210,2020_09_13,N/A,ipg,N/A,N/A,N/A,N/A,N/A,210.59,N/A,N/A,N/A,5.45,11.98,3.96,0.98,21.46,389920000.0,N/A,N/A,N/A,N/A,N/A,8320000000.0,1810000000.0,0.98,N/A,1.16,1090000000.0,12.80,1090000000.0,2.78,5570000000.0,0.98,6.29,707770000.0,0.98,0.65,104.02,N/A,4.97,6.84,16030000.000000002,N/A
211,2020_09_13,N/A,ir,N/A,N/A,N/A,N/A,N/A,46.65,N/A,N/A,N/A,4.51,6.31,1.29,1.48,11.84,417060000.0,N/A,N/A,N/A,N/A,N/A,3270000000.0,911700000.0,1.48,N/A,0.54,1170000000.0,101.00,1170000000.0,2.81,4030000000.0000005,2.25,20.57,177260000.0,1.48,0.36,61.82,N/A,7.51,4.70,15770000.0,N/A
212,2020_09_13,N/A,irm,N/A,N/A,N/A,N/A,N/A,074.62,N/A,N/A,N/A,4.82,19.32,3.61,0.72,14.58,288150000.0,N/A,N/A,N/A,N/A,N/A,4190000000.0000005,2430000000.0,0.72,N/A,0.70,907180000.0,7.90,907180000.0,3.15,11690000000.0,0.80,3.56,424390000.0,0.72,0.96,87.56,N/A,26.80,26.80,56490000.0,N/A
213,2020_09_13,N/A,itw,N/A,N/A,N/A,N/A,N/A,329.47,N/A,N/A,N/A,17.16,22.92,12.39,1.17,39.88,316160000.0,N/A,N/A,N/A,N/A,N/A,12740000000.0,5920000000.0,1.17,N/A,6.81,48.80,29.00,1810000000.0,5.73,7770000000.0,2.75,7.45,3040000000.0,1.17,0.21,82.28,N/A,7.45,2.07,7130000.0,N/A
214,2020_09_13,N/A,ivz,N/A,N/A,N/A,N/A,N/A,19.50,N/A,N/A,N/A,10.97,23.12,2.53,1.41,14.14,459170000.0,N/A,N/A,N/A,N/A,N/A,6480000000.0,2029999999.9999998,1.41,N/A,1.01,148.60,1.40,1010000000.0,2.21,2760000000.0,8.39,20.89,1030000000.0,1.41,1.59,89.05,N/A,7.3,8.70,37010000.0,N/A
215,2020_09_13,N/A,jbl,N/A,N/A,N/A,N/A,N/A,189.54,N/A,N/A,N/A,0.15,2.73,3.48,1.21,174.27,150570000.0,N/A,N/A,N/A,N/A,N/A,26540000000.0,1910000000.0,1.21,N/A,0.25,780200000.0,3.30,780200000.0,5.18,3120000000.0,0.94,10.84,1650000000.0,1.21,8.57,91.48,N/A,4.15,2.27,3450000.0,N/A
216,2020_09_13,N/A,jci,N/A,N/A,N/A,N/A,N/A,48.94,N/A,N/A,N/A,3.54,7.18,2.41,1.23,29.64,744050000.0,N/A,N/A,N/A,N/A,N/A,22640000000.0,7690000000.0,1.23,N/A,1.05,2340000000.0,17.20,2340000000.0,3.15,9240000000.0,1.08,23.93,1620000000.0,1.23,0.22,94.11,N/A,2.34,1.69,11650000.0,N/A
217,2020_09_13,N/A,jnj,N/A,N/A,N/A,N/A,N/A,48.26,N/A,N/A,N/A,18.86,25.08,8.05,0.68,30.57,2630000000.0,N/A,N/A,N/A,N/A,N/A,80500000000.0,54600000000.0,0.68,N/A,5.68,35.30,10.80,19140000000.0,7.27,30390000000.0,1.25,23.92,20740000000.0,0.68,0.08,70.25,N/A,1.96,0.40,12400000.0,N/A
218,2020_09_13,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,42.22,N/A,N/A,N/A,7.89,10.75,3.37,0.92,13.21,331750000.0,N/A,N/A,N/A,N/A,N/A,4430000000.0,2620000000.0,0.92,N/A,1.02,32.50,1.50,1870000000.0,5.62,1880000000.0,1.88,13.46,650500000.0,0.92,1.22,96.01,N/A,6.17,7.59,16320000.0,N/A
219,2020_09_13,N/A,jpm,N/A,N/A,N/A,N/A,N/A,76.92,N/A,N/A,N/A,25.86,32.09,0.85,1.14,31.10,3050000000.0,N/A,N/A,N/A,N/A,N/A,97280000000.0,110040000000.0,1.14,N/A,7.47,51.40,18.40,410.7,410.7,690690000000.0,76.92,76.92,63750000000.0,1.14,0.88,76.08,N/A,1.47,0.74,24070000.0,N/A
220,2020_09_13,N/A,jwn,N/A,N/A,N/A,N/A,N/A,344.83,N/A,N/A,N/A,3.75,4.68,3.67,1.40,78.09,157100000.0,N/A,N/A,N/A,N/A,N/A,12190000000.0,5590000000.0,1.40,N/A,2.93,6.31,51.90,6.31,6.31,5820000000.0,0.94,1.11,918250000.0,1.40,32.72,73.73,N/A,4.49,34.63,43660000.0,N/A
221,2020_09_13,N/A,k,N/A,N/A,N/A,N/A,N/A,268.03,N/A,N/A,N/A,8.09,12.80,5.79,0.61,39.45,342920000.0,N/A,N/A,N/A,N/A,N/A,13470000000.0,4430000000.0,0.61,N/A,3.16,22.70,0.10,1250000000.0,3.65,9130000000.0,0.77,8.37,1630000000.0,0.61,0.69,89.77,N/A,6.86,4.10,11210000.0,N/A
222,2020_09_13,N/A,key,N/A,N/A,N/A,N/A,N/A,16.03,N/A,N/A,N/A,23.11,30.06,0.77,1.49,5.41,970320000.0,N/A,N/A,N/A,N/A,N/A,5270000000.0,5920000000.0,1.49,N/A,1.12,56.00,19.70,3810000000.0,3.9,16030000000.000002,16.03,16.03,2280000000.0,1.49,0.47,83.42,N/A,1.92,1.80,13360000.0,N/A
223,2020_09_13,N/A,kim,N/A,N/A,N/A,N/A,N/A,96.53,N/A,N/A,N/A,93.11,36.27,2.22,1.15,2.60,432500000.0,N/A,N/A,N/A,N/A,N/A,1110000000.0,821930000.0,1.15,N/A,2.27,640.30,16.10,201690000.0,0.47,5440000000.0,84.20,12.85,507550000.0,1.15,2.75,93.66,N/A,2.82,3.78,14340000.0,N/A
224,2020_09_13,N/A,klac,N/A,N/A,N/A,N/A,N/A,133.14,N/A,N/A,N/A,20.96,30.26,12.01,1.29,37.03,155460000.0,N/A,N/A,N/A,N/A,N/A,5810000000.0,3360000000.0,1.29,N/A,7.70,88.80,16.00,1980000000.0,12.74,3570000000.0,2.78,17.15,1780000000.0,1.29,0.28,96.45,N/A,3.09,2.36,2950000.0,N/A
225,2020_09_13,N/A,kmb,N/A,N/A,N/A,N/A,N/A,636.77,N/A,N/A,N/A,13.58,19.35,14.46,0.48,55.10,341050000.0,N/A,N/A,N/A,N/A,N/A,18840000000.0,6450000000.0,0.48,N/A,7.45,40.40,0.40,1450000000.0,4.25,8100000000.0,0.91,0.79,4090000000.0,0.48,0.34,76.42,N/A,3.85,1.47,5160000.0,N/A
226,2020_09_13,N/A,kmi,N/A,N/A,N/A,N/A,N/A,104.78,N/A,N/A,N/A,1.41,26.68,2.75,0.95,5.40,2260000000.0,N/A,N/A,N/A,N/A,N/A,12230000000.0,7360000000.0,0.95,N/A,0.07,0.29,20.30,0.29,0.29,34470000000.0,0.48,14.04,4880000000.0,0.95,13.77,64.36,N/A,2.03,1.23,22650000.0,N/A
227,2020_09_13,N/A,kmx,N/A,N/A,N/A,N/A,N/A,430.67,N/A,N/A,N/A,3.25,4.46,2.71,1.74,117.75,163080000.0,N/A,N/A,N/A,N/A,N/A,19300000000.0,3180000000.0,1.74,N/A,3.79,98.10,37.70,658020000.0,4.03,15410000000.0,2.85,21.99,969750000.0,1.74,0.42,102.56,N/A,12.53,8.20,12620000.0,N/A
228,2020_09_13,N/A,ko,N/A,N/A,N/A,N/A,N/A,272.81,N/A,N/A,N/A,26.77,28.37,6.59,0.55,8.01,4300000000.0,N/A,N/A,N/A,N/A,N/A,34330000000.0,22650000000.0,0.55,N/A,2.12,31.80,28.50,19830000000.0,4.62,52350000000.0,1.09,4.07,8760000000.0,0.55,0.70,70.00,N/A,1.62,0.46,28550000.0,N/A
229,2020_09_13,N/A,kss,N/A,N/A,N/A,N/A,N/A,159.79,N/A,N/A,N/A,0.61,1.41,1.02,1.69,112.29,157780000.0,N/A,N/A,N/A,N/A,N/A,17290000000.0,7830000000.0,1.69,N/A,0.70,80.50,23.10,2430000000.0,15.39,7730000000.0,2.22,30.61,1280000000.0,1.69,1.14,100.66,N/A,2.87,20.94,24770000.0,N/A
230,2020_09_13,N/A,ksu,N/A,N/A,N/A,N/A,N/A,80.82,N/A,N/A,N/A,20.64,38.23,6.61,0.95,28.50,94350000.0,N/A,N/A,N/A,N/A,N/A,2760000000.0,1420000000.0,0.95,N/A,5.85,14.80,23.30,620100000.0,6.57,3840000000.0,2.44,46.80,1090000000.0,0.95,0.50,96.10,N/A,0.86,1.23,1700000.0,N/A
231,2020_09_13,N/A,l,N/A,N/A,N/A,N/A,N/A,54.52,N/A,N/A,N/A,9.11,3.45,0.35,0.73,44.39,280440000.0,N/A,N/A,N/A,N/A,N/A,12940000000.0,6640000000.0,0.73,N/A,4.04,5210000000.0,36.20,5210000000.0,18.58,10040000000.0,0.48,61.35,1710000000.0,0.73,15.24,68.28,N/A,3.46,1.24,2670000.0,N/A
232,2020_09_13,N/A,leg,N/A,N/A,N/A,N/A,N/A,189.75,N/A,N/A,N/A,5.29,9.41,5.25,1.60,31.59,132389999.99999999,N/A,N/A,N/A,N/A,N/A,4269999999.9999995,1050000000.0,1.60,N/A,1.67,208800000.0,30.30,208800000.0,1.58,2300000000.0,1.82,9.17,586800000.0,1.60,1.18,75.32,N/A,3.78,4.46,5770000.0,N/A
233,2020_09_13,N/A,len,N/A,N/A,N/A,N/A,N/A,53.73,N/A,N/A,N/A,9.30,11.93,5.73,1.63,72.30,274620000.0,N/A,N/A,N/A,N/A,N/A,22620000000.0,4520000000.0,1.63,N/A,6.64,22.80,5.00,1420000000.0,4.54,8940000000.0,8.45,52.98,3220000000.0,1.63,2.07,98.93,N/A,4.23,3.62,9480000.0,N/A
234,2020_09_13,N/A,lh,N/A,N/A,N/A,N/A,N/A,96.50,N/A,N/A,N/A,3.16,11.54,4.65,1.32,117.93,97400000.0,N/A,N/A,N/A,N/A,N/A,11470000000.0,3250000000.0,1.32,N/A,3.71,21.60,3.90,559300000.0,5.74,7110000000.0,1.12,75.57,1600000000.0,1.32,0.64,95.73,N/A,1.76,1.65,1430000.0,N/A
235,2020_09_13,N/A,life,N/A,N/A,N/A,N/A,N/A,21.17,N/A,N/A,N/A,190.06,185.49,20.66,2.15,1.43,9540000.0,N/A,N/A,N/A,N/A,N/A,8580000.0,13630000.0,2.15,N/A,2.7190,41430000.0,101.10,41430000.0,4.34,7610000.0,4.47,3.85,13510000.0,2.15,5.60,31.33,N/A,0.61,0.68,0.00,N/A
236,2020_09_13,N/A,lly,N/A,N/A,N/A,N/A,N/A,390.67,N/A,N/A,N/A,24.48,27.83,9.90,0.18,25.23,956470000.0,N/A,N/A,N/A,N/A,N/A,22950000000.0,17600000000.0,0.18,N/A,6.15,6.40,2.40,2410000000.0,2.65,16690000000.000002,1.22,4.51,6350000000.0,0.18,0.15,79.61,N/A,1.78,0.59,4510000.0,N/A
237,2020_09_13,N/A,lmt,N/A,N/A,N/A,N/A,N/A,334.76,N/A,N/A,N/A,10.25,13.13,10.60,0.93,223.84,279540000.0,N/A,N/A,N/A,N/A,N/A,62920000000.0,8369999999.999999,0.93,N/A,22.82,14.50,12.40,2860000000.0,10.21,12670000000.0,1.31,13.49,8480000000.0,0.93,0.07,80.38,N/A,2.35,0.92,2330000.0,N/A
238,2020_09_13,N/A,lnc,N/A,N/A,N/A,N/A,N/A,38.85,N/A,N/A,N/A,1.35,3.73,0.12,2.17,86.25,193250000.0,N/A,N/A,N/A,N/A,N/A,16920000000.000002,4590000000.0,2.17,N/A,1.11,8850000000.0,18.40,8850000000.0,45.81,8050000000.000001,3.72,107.28,872250000.0,2.17,0.70,85.96,N/A,5.57,5.29,7990000.0,N/A
239,2020_09_13,N/A,low,N/A,N/A,N/A,N/A,N/A,602.07,N/A,N/A,N/A,7.12,10.86,11.80,1.49,105.78,755740000.0,N/A,N/A,N/A,N/A,N/A,80390000000.0,23100000000.0,1.49,N/A,7.50,68.70,30.10,12730000000.0,16.84,26230000000.0,1.30,5.76,12470000000.0,1.49,0.17,78.30,N/A,1.52,0.81,7970000.0,N/A
240,2020_09_13,N/A,lrcx,N/A,N/A,N/A,N/A,N/A,115.69,N/A,N/A,N/A,22.42,26.62,12.58,1.28,69.36,145330000.0,N/A,N/A,N/A,N/A,N/A,10040000000.0,4610000000.0,1.28,N/A,15.10,28.60,18.20,6710000000.0,46.08,5980000000.0,3.43,35.59,2130000000.0,1.28,0.32,89.83,N/A,3.26,3.35,4179999.9999999995,N/A
241,2020_09_13,N/A,lsi,N/A,N/A,N/A,N/A,N/A,96.08,N/A,N/A,N/A,43.32,39.61,3.51,0.37,12.68,46920000.0,N/A,N/A,N/A,N/A,N/A,591870000.0,383780000.0,0.37,N/A,5.49,10.50,1.30,9520000.0,0.2,2069999999.9999998,0.49,45.55,285830000.0,0.37,1.27,93.53,N/A,2.22,2.16,4.28,N/A
242,2020_09_13,N/A,luv,N/A,N/A,N/A,N/A,N/A,105.68,N/A,N/A,N/A,0.98,4.75,1.59,1.32,31.11,589870000.0,N/A,N/A,N/A,N/A,N/A,16610000000.0,7020000000.0,1.32,N/A,0.31,14460000000.0,82.90,14460000000.0,24.51,11500000000.0,1.70,18.44,2440000000.0,1.32,0.25,76.34,N/A,1.26,3.30,12550000.0,N/A
243,2020_09_13,N/A,lyb,N/A,N/A,N/A,N/A,N/A,216.91,N/A,N/A,N/A,6.77,8.91,5.32,1.53,89.51,333840000.0,N/A,N/A,N/A,N/A,N/A,29940000000.0,5450000000.0,1.53,N/A,6.05,68.80,38.70,3200000000.0,9.6,16250000000.0,2.36,22.04,4950000000.0,1.53,23.42,69.60,N/A,2.76,1.86,3840000.0,N/A
244,2020_09_13,N/A,m,N/A,N/A,N/A,N/A,N/A,372.59,N/A,N/A,N/A,17.64,2.49,1.69,1.56,67.04,310250000.0,N/A,N/A,N/A,N/A,N/A,20810000000.0,10160000000.0,1.56,N/A,11.83,1400000000.0,34.90,1400000000.0,4.5,8660000000.0,1.16,7.49,1250000000.0,1.56,0.12,97.71,N/A,5.65,49.04,135060000.0,N/A
245,2020_09_13,N/A,ma,N/A,N/A,N/A,N/A,N/A,190.87,N/A,N/A,N/A,45.12,55.49,19.79,1.10,16.10,992540000.0,N/A,N/A,N/A,N/A,N/A,16230000000.0,16879999999.999998,1.10,N/A,7.23,30.70,18.90,11530000000.0,11.52,12500000000.0,1.95,6.44,8650000000.0,1.10,11.30,78.61,N/A,1.29,0.52,4380000.0,N/A
246,2020_09_13,N/A,mac,N/A,N/A,N/A,N/A,N/A,229.60,N/A,N/A,N/A,6.16,20.92,1.30,1.77,6.36,149460000.0,N/A,N/A,N/A,N/A,N/A,903500000.0,608480000.0,1.77,N/A,0.38,497580000.0,30.10,497580000.0,3.33,6170000000.0,1.18,16.73,174700000.0,1.77,0.58,117.10,N/A,15.5,83.74,67050000.0,N/A
247,2020_09_13,N/A,mar,N/A,N/A,N/A,N/A,N/A,0.67,N/A,N/A,N/A,11.99,26.88,2.57,1.68,11.80,324320000.0,N/A,N/A,N/A,N/A,N/A,3860000000.0,4059999999.9999995,1.68,N/A,1.41,2280000000.0,81.30,2280000000.0,7.04,12770000000.0,0.67,0.24,2450000000.0,1.68,17.21,64.41,N/A,2.88,3.43,9350000.0,N/A
248,2020_09_13,N/A,mas,N/A,N/A,N/A,N/A,N/A,916.22,N/A,N/A,N/A,19.90,16.15,12.35,1.51,24.36,261529999.99999997,N/A,N/A,N/A,N/A,N/A,6700000000.0,2370000000.0,1.51,N/A,4.81,6.70,4.10,1090000000.0,4.16,2930000000.0,1.50,0.52,1110000000.0,1.51,0.76,100.95,N/A,2.72,1.90,4630000.0,N/A
249,2020_09_13,N/A,mat,N/A,N/A,N/A,N/A,N/A,153.88,N/A,N/A,N/A,5.82,2.27,1.21,1.59,12.35,346900000.0,N/A,N/A,N/A,N/A,N/A,4280000000.0000005,319490000.0,1.59,N/A,0.72,461560000.0,14.90,461560000.0,1.33,3580000000.0,1.47,0.25,118460000.0,1.59,0.31,117.59,N/A,11.21,12.06,21250000.0,N/A
250,2020_09_13,N/A,mcd,N/A,N/A,N/A,N/A,N/A,0.91,N/A,N/A,N/A,24.95,37.84,9.41,0.68,25.54,744100000.0,N/A,N/A,N/A,N/A,N/A,19120000000.0,11120000000.0,0.68,N/A,6.33,68.10,30.50,3260000000.0,4.38,51920000000.0,0.91,12.72,5510000000.0,0.68,0.12,68.79,N/A,2.53,0.93,6040000.0,N/A
251,2020_09_13,N/A,mchp,N/A,N/A,N/A,N/A,N/A,170.26,N/A,N/A,N/A,12.23,13.89,2.59,1.60,21.80,252450000.0,N/A,N/A,N/A,N/A,N/A,5260000000.0,3240000000.0,1.60,N/A,2.51,143.80,1.00,380200000.0,1.51,9370000000.0,0.83,21.79,1660000000.0,1.60,2.20,109.96,N/A,5.59,6.64,19590000.0,N/A
252,2020_09_13,N/A,mck,N/A,N/A,N/A,N/A,N/A,133.85,N/A,N/A,N/A,0.40,1.21,2.94,0.77,323.79,162120000.0,N/A,N/A,N/A,N/A,N/A,323.79,12020000000.0,0.77,N/A,5.25,5.00,0.10,2610000000.0,16.11,9460000000.0,1.00,33.58,3360000000.0,0.77,0.33,103.44,N/A,1.62,1.03,2049999.9999999998,N/A
253,2020_09_13,N/A,mco,N/A,N/A,N/A,N/A,N/A,556.75,N/A,N/A,N/A,33.40,45.44,14.13,1.14,27.63,187700000.0,N/A,N/A,N/A,N/A,N/A,5200000000.0,3440000000.0,1.14,N/A,9.12,64.20,18.20,2200000000.0,11.72,6890000000.0,2.10,5.55,1900000000.0,1.14,0.41,94.57,N/A,1.87,0.71,1370000.0,N/A
254,2020_09_13,N/A,mdlz,N/A,N/A,N/A,N/A,N/A,77.57,N/A,N/A,N/A,13.06,15.22,3.86,0.63,18.01,1430000000.0,N/A,N/A,N/A,N/A,N/A,25890000000.0,10340000000.0,0.63,N/A,2.33,32.30,2.50,1640000000.0,1.14,20240000000.0,0.55,18.22,4480000000.0,0.63,10690000.0,10690000.0,N/A,2.04,0.76,10400000.0,N/A
255,2020_09_13,N/A,mdt,N/A,N/A,N/A,N/A,N/A,56.88,N/A,N/A,N/A,15.80,15.04,2.83,0.69,20.83,1340000000.0,N/A,N/A,N/A,N/A,N/A,27930000000.0,19650000000.0,0.69,N/A,3.26,43.60,13.20,13010000000.0,9.68,28690000000.0,1.87,37.44,4860000000.0,0.69,0.07,85.82,N/A,1.53,0.54,7800000.0,N/A
256,2020_09_13,N/A,met,N/A,N/A,N/A,N/A,N/A,146.26,N/A,N/A,N/A,10.73,14.04,0.80,1.31,74.35,907660000.0,N/A,N/A,N/A,N/A,N/A,68230000000.00001,20480000000.0,1.31,N/A,7.71,91.70,19.40,39850000000.0,43.9,111070000000.0,1.03,83.40,12020000000.0,1.31,15.54,77.43,N/A,2.13,1.53,13890000.0,N/A
257,2020_09_13,N/A,mgm,N/A,N/A,N/A,N/A,N/A,162.25,N/A,N/A,N/A,22.08,5.83,0.93,2.40,17.26,493280000.0,N/A,N/A,N/A,N/A,N/A,8710000000.0,5300000000.0,2.40,N/A,3.88,4840000000.0,91.20,4840000000.0,9.8,20130000000.0,2.47,14.95,242930000.0,2.40,0.77,86.88,N/A,2.04,12.05,45940000.0,N/A
258,2020_09_13,N/A,mkc,N/A,N/A,N/A,N/A,N/A,120.94,N/A,N/A,N/A,13.74,19.06,6.21,0.38,40.82,123940000.0,N/A,N/A,N/A,N/A,N/A,5430000000.0,2150000000.0,0.38,N/A,5.56,31.10,7.60,1.39,1.39,4430000000.0,1.02,27.40,988100000.0,0.38,0.07,85.06,N/A,5.21,1.74,2400000.0,N/A
259,2020_09_13,N/A,mmm,N/A,N/A,N/A,N/A,N/A,198.05,N/A,N/A,N/A,16.37,21.30,9.93,0.97,54.37,576020000.0,N/A,N/A,N/A,N/A,N/A,31350000000.0,15400000000.0,0.97,N/A,8.81,14.50,12.20,4470000000.0,7.75,21620000000.0,1.94,18.85,7480000000.0,0.97,0.18,69.95,N/A,3.22,1.34,6680000.0,N/A
260,2020_09_13,N/A,mnst,N/A,N/A,N/A,N/A,N/A,0.54,N/A,N/A,N/A,26.57,34.58,18.11,1.04,8.03,527400000.0,N/A,N/A,N/A,N/A,N/A,4310000000.0,2520000000.0,1.04,N/A,2.12,6.50,0.90,1170000000.0,2.22,22940000.0,3.51,8.01,1100000000.0,1.04,9.91,69.40,N/A,3.16,1.57,5490000.0,N/A
261,2020_09_13,N/A,mo,N/A,N/A,N/A,N/A,N/A,498.66,N/A,N/A,N/A,4.50,55.91,13.19,0.50,10.91,1860000000.0,N/A,N/A,N/A,N/A,N/A,20320000000.0,12710000000.0,0.50,N/A,0.50,2.70,2.50,4830000000.0,2.6,29040000000.0,0.75,3.06,10390000000.0,0.50,0.10,64.19,N/A,1.23,0.44,12070000.0,N/A
262,2020_09_13,N/A,mos,N/A,N/A,N/A,N/A,N/A,62.22,N/A,N/A,N/A,12.92,2.13,0.58,1.93,22.80,379090000.0,N/A,N/A,N/A,N/A,N/A,8670000000.0,897300000.0,1.93,N/A,2.95,1070000000.0000001,6.10,1070000000.0000001,2.83,5390000000.0,1.30,22.40,1770000000.0,1.93,9.50,81.23,N/A,1.54,2.54,7600000.0,N/A
