,A,AA,AAPL,ABBV,ABC,ABT,ACE,ACI,ACN
2003-04-15,9.6741729286883,,0.86040081257047,,11.098145128304,12.190054010176,23.32980444477442,79.58656749567886,11.616116179051
2003-04-16,9.9607140168441,,0.85076226724668,,10.878937972835,11.918890018038,22.948451872119456,78.64166491343119,11.355877323716
2003-04-17,10.192675850113,,0.84305143098765,,10.855973413691,12.214705282188,23.576561991786463,79.75836796517844,11.63188823089
2003-04-21,10.424637683382,,0.84433657036415,,10.605450950298,12.002088061081,23.688724513155567,79.02821596980523,11.829038878871
2003-04-22,10.588375448043,,0.8681116488295,,10.803781233818,12.233193736198,25.37863983511679,79.93016843467801,12.515123133845
2003-04-23,11.072766335163,,0.87260963664727,,10.496891216161,12.294821916229,25.849722424867046,79.45771714355418,12.657071600392
2003-04-24,10.847626908755,,0.86361366101173,,11.091882066719,12.300984734232,25.131882288104755,78.5987147960563,12.396832745057
2003-04-25,10.656599516651,,0.85783053381746,,11.273510852679,12.168484147165,24.451429658465504,79.45771714355418,12.333744537703
2003-04-28,10.922673384224,,0.89060158791835,,11.544910188022,12.378019959271,25.049629772434077,77.95446303543288,12.452034926491
2003-04-29,10.990897452833,,0.90345298168341,,11.78499421544,12.516683364341,24.817827228271252,77.78266256593331,12.452034926491
2003-04-30,10.929495791085,,0.91373409669545,,12.077270422731,12.519764773343,24.735574712600574,77.65381221380862,12.633413522634
2003-05-01,11.04547670772,,0.92273007233099,,11.847624831288,12.701567904435,25.0720622767079,77.78266256593331,12.759589937342
2003-05-02,11.086411148885,,0.92851319952527,,11.977061437374,13.037441485605,25.87215492914087,79.58656749567886,13.161777259224
2003-05-05,10.915850977363,,1.0338946283987,,12.054305863587,12.794010174482,25.244044809473863,81.73407336442357,13.090803025951
2003-05-06,10.963607825389,,1.1244969544424,,11.939483067865,13.065174166619,25.214134803775433,84.82648181541595,13.153891233305
2003-05-07,10.909028570503,,1.1341354997662,,12.027165930053,13.157616436666,24.56359217983461,83.7527288810436,13.224865466578
2003-05-08,10.929495791085,,1.156625438855,,12.087708858706,13.203837571689,24.122419595782784,84.91238205016573,12.972512637162
2003-05-09,11.140990403772,,1.1759025295026,,12.507333984889,13.367152248772,24.80287222542204,89.33624413977984,13.287953673932
2003-05-12,11.120523183189,,1.1926093413972,,12.605455283051,13.317849704747,25.632874883553438,91.48375000852454,13.169663285143
2003-05-13,11.079588742024,,1.1996776079679,,12.745330325112,13.394884929786,25.161792293803185,90.06639613515303,13.169663285143
2003-05-14,11.113700776328,,1.1919667717089,,12.699401206824,13.280872796729,25.677739892101084,89.03559331815558,13.398358036801
2003-05-15,11.400241864484,,1.2035330260975,,12.696269676031,13.533548334857,25.75999240777176,91.91325118227347,13.61916676254
2003-05-16,11.263793727267,,1.2080310139152,,12.854999153804,13.265465751721,25.83476742201783,91.69850059539901,13.784773306844
2003-05-19,10.581553041182,,1.1630511357375,,12.339128351043,12.707730722438,25.30386482087072,89.33624413977984,13.469332270074
2003-05-20,10.943140604807,,1.1431314754017,,12.121919591986,12.633776906401,25.109449783830932,89.16444367028026,13.272181622093
2003-05-21,10.813514874451,,1.1469868935312,,12.322419984962,12.757033266463,24.9673772567634,91.87030106489858,12.869994300212
2003-05-22,11.025009487137,,1.1720471113731,,12.376722174726,12.926510761549,24.997287262461825,90.62474766102666,13.224865466578
2003-05-23,11.093233555746,,1.1771876688791,,12.332862713763,12.966569078569,25.079539778132503,91.91325118227347,13.682254969894
2003-05-27,11.700427766361,,1.2131715714212,,12.485326554255,13.231570252704,25.75251490634715,90.92539848265092,13.169663285143
